LETTRE	NOMpro	Lettre
parfais	VERppe	parfaire
.	PONfrt	.

Ainsi	ADVgen	ainsi
rendi	VERcjg	rendre
Nostre	DETpos	notre
Sires	NOMcom	sire
Jhesucris	NOMpro	Jésus-Chris
par	PRE	par
sa	DETpos	son
misericorde	NOMcom	miséricorde
la	DETdef	le
noble	ADJqua	noble
cité	NOMcom	cité
et	CONcoo	et
la	DETdef	le
tres	ADVgen	très
fort	ADVgen	fort
de	PRE	de
Damiete	NOMpro	Damiet
a	PRE	a
la	DETdef	le
crestienté,quant	NOMcom	chrétient
l'	DETdef	le
an	NOMcom	an
de	PRE	de
l'	DETdef	le
Incarnation	NOMcom	incarnation
estoit	VERcjg	estre
mil	DETcar	mille
.ccxlix	PROcar	cinquante-seize
.	PONfrt	.

ansle	VERcjg	ensler
dimenche	NOMcom	dimanche
aprés	PRE	après
les	DETdef	le
octaves	NOMcom	octave
de	PRE	de
Pentecouste	NOMpro	Pentecoute
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
a	PRE	a
savoir	VERinf	savoir
le	DETdef	le
sisime	ADJord	sixième
jour	NOMcom	jour
du	PRE.DETdef	de.le
mois	NOMcom	mois
de	PRE	de
jung	NOMcom	jong
qui	PROrel	que
adonques	ADVgen	adonc
fu	VERcjg	estre
en	PRE	en
dimenche	NOMcom	dimanche
.	PONfrt	.

Ce	PROdem	ce
fu	VERcjg	estre
trente	DETcar	trente
ans	NOMcom	an
aprés	PRE	après
ce	PROdem	ce
que	CONsub	que
li	DETdef	le
crestien	NOMcom	chrétien
l'	PROper	il
orent	VERcjg	avoir
conquise	VERppe	conquerre
par	PRE	par
granz	ADJqua	grant
travaus	NOMcom	travail
et	CONcoo	et
par	PRE	par
granz	ADJqua	grant
labours	NOMcom	labeur
encontre	PRE	encontre
les	DETdef	le
Sarrazins	NOMpro	Sarrasin
et	CONcoo	et
la	PROper	il
reperdirent	VERcjg	reperdre
dedens	PRE	dedans
l'	DETdef	le
an	NOMcom	an
meismes	ADJind	même
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
alerent	VERcjg	aller
pour	PRE	pour
asseoir	VERinf	assëoir
le	DETdef	le
Chaaire	NOMcom	chaire
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
fluns	NOMcom	flum
crut	VERcjg	croître
et	CONcoo	et
s'	PROper	soi
espandi	VERcjg	épandre
entour	PRE	entour
eulz	PROper	eux
que	CONsub	que
il	PROper	il
ne	ADVneg	ne
porrent	VERcjg	pouvoir
avant	ADVgen	avant
ne	CONcoo	ne
arriere	ADVgen	ariere
.	PONfrt	.

Pour	PRE	pour
cele	DETdem	cil
chose	NOMcom	chose
cuidons	VERcjg	cuidier
nous	PROper	nous
que	CONsub	que
li	DETdef	le
os	NOMcom	os
ne	ADVneg	ne
se	PROper	soi
doist	VERcjg	duire
mouvoir	VERinf	mouvoir
de	PRE	de
Damiete	NOMpro	Damiet
devant	PRE	devant
que	CONsub	que
li	DETdef	le
fluns	NOMcom	flum
sera	VERcjg	estre
descrus	VERppe	descroire
et	CONcoo	et
revenuz	VERppe	revenir
arriere	ADVgen	ariere
dedens	PRE	dedans
ses	DETpos	son
chaneus	NOMcom	chanois
.	PONfrt	.

Faites	VERcjg	faire
savoir	VERinf	savoir
ces	DETdem	ce
lettres	NOMcom	lettre
a	PRE	a
touz	DETind	tous
nos	DETpos	notre
amis	NOMcom	ami
.	PONfrt	.

Ces	DETdem	ce
lettres	NOMcom	lettre
furent	VERcjg	estre
faites	VERppe	faire
en	PRE	en
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
,	PONfbl	,
la	DETdef	le
vegile	NOMcom	vigile
de	PRE	de
la	DETdef	le
nativité	NOMcom	nativité
monseigneur	NOMcom	monseigneur
saint	ADJqua	saint
Jehan	NOMpro	Jean
Baptiste	NOMpro	Baptiste
,	PONfbl	,
qui	PROrel	que
fu	VERcjg	estre
ce	DETdem	ce
mois	NOMcom	mois
meismes	ADJind	même
.	PONfrt	.

