Comment	ADVsub	comment
neufz	ADJqua	neuf
à	PRE	à
ce	DETdem	ce
mestier	NOMcom	mestier
de	PRE	de
tenir	VERinf	tenir
les	DETdef	le
champs	NOMcom	champ
;	PONfbl	;
et	CONcoo	et
chevauchoient	VERcjg	chevauchier
en	PRE	en
assez	ADVgen	assez
mauvais	ADJqua	mauvais
ordre	NOMcom	ordre
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
envoya	VERcjg	envoyer
au	PRE.DETdef	a
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
trois	DETcar	trois
cens	DETcar	cent
charriotz	NOMcom	charriot
chargéz	VERppe	charger
de	PRE	de
vins	NOMcom	vin
des	PRE.DETdef	de.le
meilleurs	NOMcom	meilleur
que	PROrel	que
possible	ADJqua	possible
fut	VERcjg	être
de	PRE	de
trouver	VERinf	trouver
.	PONfrt	.

Et	CONcoo	et
sembloit	VERcjg	sembler
ce	DETdem	ce
charroi	NOMcom	charroi
presque	ADVgen	près
ung	DETndf	un
ost	NOMcom	ost
aussi	ADVgen	aussi
grant	ADJqua	grant
que	CONsub	que
celluy	PROdem	celui
d'	PRE	de
Angleterre	NOMpro	Angleterre
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
trève	NOMcom	treve
,	PONfbl	,
venoit	VERcjg	venir
largement	ADVgen	largement
Angloys	NOMpro	Anglois
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
et	CONcoo	et
se	PROper	soi
monstroient	VERcjg	montrer
peu	ADVgen	peu
saiges	ADJqua	sage
et	CONcoo	et
ayans	VERppa	avoir
peu	ADVgen	peu
de	PRE	de
reverence	NOMcom	révérence
à	PRE	à
leur	DETpos	leur
roy	NOMcom	roi
.	PONfrt	.

Ilz	PROper	il
venoient	VERcjg	venir
tous	PROind	tous
arméz	VERppe	armer
et	CONcoo	et
en	PRE	en
grande	ADJqua	grand
compaignie	NOMcom	compagnie
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
nostre	DETpos	notre
roy	NOMcom	roi
y	PROadv	y
eust	VERcjg	avoir
voulu	VERppe	vouloir
aller	VERinf	aller
à	PRE	à
mauvaise	ADJqua	mauvais
foy	NOMcom	foi
,	PONfbl	,
jamais	ADVgen	jamais
si	ADVgen	si
grant	ADJqua	grant
compaignie	NOMcom	compagnie
ne	ADVneg	ne
fut	VERcjg	être
plus	ADVgen	plus
aisée	VERppe	aiser
à	PRE	à
desconfire	VERinf	desconfire
.	PONfrt	.

Mais	CONcoo	mais
sa	DETpos	son
pensée	NOMcom	pensée
n'	ADVneg	ne
estoit	VERcjg	estre
autre	PROind	autre
que	CONsub	que
à	PRE	à
les	PROper	il
bien	ADVgen	bien
festoyer	VERinf	festoyer
et	CONcoo	et
se	PROper	soi
mectre	VERinf	mettre
en	PRE	en
bonne	ADJqua	bon
paix	NOMcom	paix
avec	PRE	avec
eulx	PROper	eux
pour	PRE	pour
son	DETpos	son
temps	NOMcom	temps
.	PONfrt	.

Il	PROper	il
avoit	VERcjg	avoir
ordonné	VERppe	ordonner
à	PRE	à
l'	DETdef	le
entrée	NOMcom	entrée
de	PRE	de
la	DETdef	le
porte	NOMcom	porte
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
deux	DETcar	deux
grans	ADJqua	grand
tables	NOMcom	table
,	PONfbl	,
à	PRE	à
chascun	DETind	chascun
costé	NOMcom	costé
une	PROind	un
,	PONfbl	,
chargées	NOMcom	chargee
de	PRE	de
toutes	DETind	tous
bonnes	ADJqua	bon
viandes	NOMcom	viande
qui	PROrel	que
font	VERcjg	faire
envie	NOMcom	envie
de	PRE	de
boire	VERinf	boire
,	PONfbl	,
et	CONcoo	et
de	PRE	de
toutes	DETind	tous
sortes	NOMcom	sorte
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
vins	NOMcom	vin
les	DETdef	le
meilleurs	NOMcom	meilleur
dont	PROrel	dont
on	PROind	on
se	PROper	soi
povoit	VERcjg	pouvoir
adviser	VERinf	aviser
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
gens	NOMcom	gens
pour	PRE	pour
en	PROadv	en
servir	VERinf	servir
.	PONfrt	.

D'	PRE	de
eaue	NOMcom	eau
,	PONfbl	,
n'	ADVneg	ne
estoit	VERcjg	estre
point	ADVneg	point
de	PRE	de
nouvelles	NOMcom	nouvelle
.	PONfrt	.

A	PRE	a
chascune	PROind	chascun
de	PRE	de
ces	DETdem	ce
deux	ADJcar	deux
tables	NOMcom	table
avoit	VERcjg	avoir
fait	VERppe	faire
seoir	VERinf	sëoir
cinq	DETcar	cinq
ou	CONcoo	o
six	DETcar	six
hommes	NOMcom	homme
de	PRE	de
bonne	ADJqua	bon
maison	NOMcom	maison
,	PONfbl	,
fort	ADVgen	fort
gros	ADJqua	gros
et	CONcoo	et
gras	ADJqua	cras
,	PONfbl	,
pour	PRE	pour
myeulx	ADVgen	mieux
plaire	VERinf	plaire
à	PRE	à
ceulx	PROdem	celui
qui	PROrel	que
avoyent	VERcjg	avoir
envye	NOMcom	envie
de	PRE	de
boyre	VERinf	boire
;	PONfbl	;
et	CONcoo	et
y	PROadv	y
estoit	VERcjg	estre
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Craon	NOMpro	Craon
,	PONfbl	,
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Bricquebec	NOMpro	Bricquebe
,	PONfbl	,
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Bressuyre	NOMpro	Bresury
,	PONfbl	,
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Villiers	NOMpro	Villiers
et	CONcoo	et
autres	PROind	autre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
dès	PRE	dès
que	CONsub	que
les	DETdef	le
Anglois	NOMcom	anglois
s'	PROper	soi
approchoient	VERcjg	aprochier
de	PRE	de
la	DETdef	le
porte	NOMcom	porte
,	PONfbl	,
ilz	PROper	il
veoyent	VERcjg	vëoir
ceste	DETdem	cest
assiette	NOMcom	assiéte
;	PONfbl	;
et	CONcoo	et
y	PROadv	y
avoit	VERcjg	avoir
gens	NOMcom	gens
qui	PROrel	que
les	PROper	il
prenoient	VERcjg	prendre
à	PRE	à
la	DETdef	le
bride	NOMcom	bride
et	CONcoo	et
disoient	VERcjg	dire
qu'	CONsub	que
ilz	PROper	il
y	PROadv	y
courussent	VERcjg	courir
une	DETndf	un
lance	NOMcom	lance
;	PONfbl	;
et	CONcoo	et
les	PROper	il
amenoient	VERcjg	amener
près	PRE	près
la	DETdef	le
table	NOMcom	table
,	PONfbl	,
et	CONcoo	et
estoient	VERcjg	être
traictéz	VERppe	traiter
pour	PRE	pour
ce	DETdem	ce
passaige	NOMcom	passage
selon	PRE	selon
l'	DETdef	le
assiette	NOMcom	assiéte
et	CONcoo	et
en	PRE	en
très	ADVgen	très
bonne	ADJqua	bon
sorte	NOMcom	sorte
,	PONfbl	,
et	CONcoo	et
le	PROper	il
prenoient	VERcjg	prendre
bien	ADVgen	bien
en	PRE	en
gré	NOMcom	gré
.	PONfrt	.

Comme	CONsub	comme
ilz	PROper	il
estoient	VERcjg	être
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
quelque	DETind	quel
part	NOMcom	part
qu'	PROrel	que
ilz	PROper	il
descendissent	VERcjg	descendre
,	PONfbl	,
ilz	PROper	il
ne	ADVneg	ne
payèrent	VERcjg	payer
riens	PROind	rien
;	PONfbl	;
et	CONcoo	et
y	PROadv	y
avoit	VERcjg	avoir
neuf	DETcar	neuf
ou	CONcoo	o
dix	DETcar	dix
tavernes	NOMcom	taverne
bien	ADVgen	bien
fournies	VERppe	fournir
de	PRE	de
ce	PROdem	ce
qu'	CONsub	que
il	PROimp	il
leur	PROper	leur
estoit	VERcjg	estre
necessaire	ADJqua	nécessaire
,	PONfbl	,
où	PROrel	où
ilz	PROper	il
alloient	VERcjg	aller
boire	VERinf	boire
et	CONcoo	et
manger	VERinf	manger
;	PONfbl	;
et	CONcoo	et
demandoient	VERcjg	demander
ce	PROdem	ce
qu'	PROrel	que
il	PROimp	il
leur	PROper	leur
plaisoit	VERcjg	plaire
et	CONcoo	et
ne	ADVneg	ne
payoient	VERcjg	payer
riens	PROind	rien
;	PONfbl	;
et	CONcoo	et
dura	VERcjg	durer
cecy	PROdem	cest
trois	DETcar	trois
ou	CONcoo	o
quatre	DETcar	quatre
jours	NOMcom	jour
.	PONfrt	.

.	PONfrt	.

Comment	ADVsub	comment
monsr	NOMcom	moncre
le	DETdef	le
connestable	NOMcom	connétable
envoya	VERcjg	envoyer
devers	PRE	devers
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
pour	PRE	pour
le	PROper	il
desmouvoir	VERinf	démouvoir
de	PRE	de
faire	VERinf	faire
ledict	DETcom	ledit
appoinctement	NOMcom	appointement
avecques	PRE	avec
le	DETdef	le
roy	NOMcom	roi
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Vous	PROper	vous
avez	VERcjg	avoir
ouy	VERppe	ouïr
comment	ADVsub	comment
ceste	DETdem	cest
trève	NOMcom	treve
desplaisoit	VERcjg	déplaire
au	PRE.DETdef	a
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
;	PONfbl	;
mais	CONcoo	mais
encores	ADVgen	encore
desplaisoit	VERcjg	déplaire
”	PONpdr	”
“	PONpga	“
elle	PROper	elle
plus	ADVgen	plus
au	PRE.DETdef	a
connestable	NOMcom	connétable
,	PONfbl	,
qui	PROrel	que
se	PROper	soi
veoit	VERcjg	voir
mal	NOMcom	mal
de	PRE	de
tous	DETind	tous
costéz	NOMcom	costé
et	CONcoo	et
avoir	VERinf	avoir
failly	VERppe	falir
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
envoya	VERcjg	envoyer
devers	PRE	devers
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
son	DETpos	son
confesseur	NOMcom	confesseur
avec	PRE	avec
une	DETndf	un
lettre	NOMcom	lettre
de	PRE	de
creance	NOMcom	créance
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
telle	ADJind	tel
que	CONsub	que
,	PONfbl	,
pour	PRE	pour
l'	DETdef	le
amour	NOMcom	amour
de	PRE	de
Dieu	NOMpro	Dieu
,	PONfbl	,
ne	ADVneg	ne
voulsist	VERcjg	vouloir
adjouster	VERinf	adjouter
foy	NOMcom	foi
aux	PRE.DETdef	à.le
promesses	NOMcom	promesse
ne	CONcoo	ne
aux	PRE.DETdef	à.le
parolles	NOMcom	parole
du	PRE.DETdef	de.le
roy	NOMcom	roi
,	PONfbl	,
mais	ADVgen	mais
que	CONsub	que
seullement	ADVgen	seulement
il	PROper	il
voulsist	VERcjg	vouloir
prendre	VERinf	prendre
Eu	NOMpro	Eu
et	CONcoo	et
Sainct	ADJqua	saint
Vallery	NOMpro	Vallery
et	CONcoo	et
se	PROper	soi
y	PROadv	y
loger	VERinf	loger
pour	PRE	pour
partye	NOMcom	partie
de	PRE	de
l'	DETdef	le
yver	NOMcom	iver
,	PONfbl	,
car	CONcoo	car
,	PONfbl	,
avant	PRE	avant
qu'	CONsub	que
il	PROimp	il
fust	VERcjg	estre
deux	DETcar	deux
moys	NOMcom	mois
,	PONfbl	,
il	PROper	il
feroit	VERcjg	faire
par	PRE	par
telle	DETind	tel
manière	NOMcom	manière
qu'	CONsub	que
il	PROper	il
seroit	VERcjg	estre
bien	ADVgen	bien
logé	VERppe	loger
;	PONfbl	;
sans	PRE	sans
luy	PROper	lui
bailler	VERinf	bailler
autre	DETind	autre
seürté	NOMcom	sëurté
,	PONfbl	,
mais	CONcoo	mais
très	ADVgen	très
grant	ADJqua	grant
esperance	NOMcom	espérance
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
affin	ADVgen	afin
qu'	CONsub	que
il	PROimp	il
n'	ADVneg	ne
eust	VERcjg	avoir
cause	NOMcom	cause
de	PRE	de
faire	VERinf	faire
ung	DETndf	un
meschant	ADJqua	meschant
appoinctement	NOMcom	appointement
pour	PRE	pour
peu	ADVgen	peu
d'	PRE	de
argent	NOMcom	argent
,	PONfbl	,
il	PROper	il
offroit	VERcjg	offrir
à	PRE	à
luy	PROper	lui
prester	VERinf	prester
cinquante	DETcar	cinquante
mil	DETcar	mille
escuz	NOMcom	escu
et	CONcoo	et
luy	PROper	lui
faisoit	VERcjg	faire
beaucoup	ADVgen	beaucoup
d'	PRE	de
autres	DETind	autre
ouvertures	NOMcom	ouverture
.	PONfrt	.

Desjà	ADVgen	desjà
avoit	VERcjg	avoir
fait	VERppe	faire
brusler	VERinf	brouler
le	DETdef	le
roy	NOMcom	roi
ces	DETdem	ce
deux	ADJcar	deux
places	NOMcom	place
dont	PROrel	dont
il	PROper	il
parloit	VERcjg	parler
,	PONfbl	,
à	PRE	à
cause	NOMcom	cause
que	CONsub	que
ledict	DETcom	ledit
connestable	NOMcom	connétable
luy	PROper	lui
avoit	VERcjg	avoir
conseillé	VERppe	conseiller
les	PROper	il
bailler	VERinf	bailler
aux	PRE.DETdef	à.le
Angloys	NOMpro	Anglois
,	PONfbl	,
et	CONcoo	et
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
en	PROadv	en
estoit	VERcjg	estre
adverty	VERppe	advertir
,	PONfbl	,
lequel	PROrel	lequel
feït	VERcjg	faire
response	NOMcom	response
audict	PRE.DETcom	à.ledit
connestable	NOMcom	connétable
que	CONsub	que
sa	DETpos	son
trève	NOMcom	treve
estoit	VERcjg	estre
conclue	VERppe	conclure
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
changeroit	VERcjg	changier
riens	PROind	rien
en	PRE	en
ceste	DETdem	cest
matière	NOMcom	matiere
et	CONcoo	et
,	PONfbl	,
s'	CONsub	se
il	PROper	il
luy	PROper	lui
eust	VERcjg	avoir
tenu	VERppe	tenir
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
luy	PROper	lui
avoit	VERcjg	avoir
promis	VERppe	prometre
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
eust	VERcjg	avoir
point	ADVneg	point
fait	VERppe	faire
cest	DETdem	cest
appointement	NOMcom	appointement
.	PONfrt	.

Lors	ADVgen	lors
fut	VERcjg	être
de	PRE	de
tous	DETind	tous
pointz	NOMcom	point
nostre	DETpos	notre
connestable	NOMcom	connétable
desesperé	VERppe	désespérer
.	PONfrt	.

.	PONfrt	.

Icy	ADVgen	ici
recommance	VERcjg	recommencer
à	PRE	à
parler	VERinf	parler
de	PRE	de
la	DETdef	le
veüe	NOMcom	vëue
des	PRE.DETdef	de.le
deux	ADJcar	deux
roys	NOMcom	roi
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Vous	PROper	vous
oyez	VERcjg	ouïr
comme	ADVsub	comme
ces	DETdem	ce
Angloys	NOMpro	Anglois
se	PROper	soi
festoyoient	VERcjg	festiier
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
d'	PRE	de
Amyens	NOMpro	Amiens
.	PONfrt	.

Ung	DETndf	un
soir	NOMcom	soir
monsr	NOMcom	moncre
de	PRE	de
Torcy	NOMpro	Torcy
vint	VERcjg	venir
dire	VERinf	dire
au	PRE.DETdef	a
roy	NOMcom	roi
qu'	CONsub	que
il	PROimp	il
y	PROadv	y
en	PROadv	en
avoit	VERcjg	avoir
largement	ADVgen	largement
et	CONcoo	et
que	CONsub	que
c'	PROdem	ce
estoit	VERcjg	estre
très	ADVgen	très
grant	ADJqua	grant
danger	NOMcom	dangier
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
s'	PROper	soi
en	PROadv	en
courroussa	VERcjg	courrousser
à	PRE	à
luy	PROper	lui
.	PONfrt	.

Ainsi	ADVgen	ainsi
chascun	PROind	chascun
s'	PROper	soi
en	PROadv	en
teüt	VERcjg	taire
.	PONfrt	.

Le	DETdef	le
matin	NOMcom	matin
estoit	VERcjg	estre
le	DETdef	le
jour	NOMcom	jour
semblable	ADJqua	semblable
que	PROrel	que
avoyent	VERcjg	avoir
esté	VERppe	être
les	DETdef	le
Innocens	NOMcom	innocent
ceste	DETdem	cest
année	NOMcom	année
,	PONfbl	,
et	CONcoo	et
à	PRE	à
tel	DETind	tel
jour	NOMcom	jour
le	DETdef	le
roy	NOMcom	roi
ne	ADVneg	ne
parloit	VERcjg	parler
ne	CONcoo	ne
vouloit	VERcjg	vouloir
parler	VERinf	parler
de	PRE	de
nulle	PROind	nul
de	PRE	de
ses	DETpos	son
matières	NOMcom	matiere
et	CONcoo	et
tenoit	VERcjg	tenir
à	PRE	à
grant	ADJqua	grant
malheur	NOMcom	malheur
quant	CONsub	cant
on	PROind	on
luy	PROper	lui
en	PROadv	en
parloit	VERcjg	parler
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
courroussoit	VERcjg	courrousser
fort	ADVgen	fort
à	PRE	à
ceulx	PROdem	celui
qui	PROrel	que
l'	PROper	il
avoyent	VERcjg	avoir
accoustumé	VERppe	accoutumer
de	PRE	de
hanter	VERinf	hanter
et	CONcoo	et
qui	PROrel	que
congnoissoient	VERcjg	connaître
sa	DETpos	son
condicion	NOMcom	condition
.	PONfrt	.

Toutesfois	ADVgen	toutefois
,	PONfbl	,
ce	DETdem	ce
matin	NOMcom	matin
dont	PROrel	dont
je	PROper	je
parle	VERcjg	parler
,	PONfbl	,
comme	CONsub	comme
le	DETdef	le
roy	NOMcom	roi
se	PROper	soi
levoit	VERcjg	lever
et	CONcoo	et
disoit	VERcjg	dire
ses	DETpos	son
heures	NOMcom	heure
,	PONfbl	,
quelcun	PROind	qualcun
me	PROper	je
vint	VERcjg	venir
dire	VERinf	dire
qu'	CONsub	que
il	PROimp	il
y	PROadv	y
avoit	VERcjg	avoir
bien	ADVgen	bien
neuf	DETcar	neuf
mil	DETcar	mille
Angloys	NOMpro	Anglois
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
.	PONfrt	.

Je	PROper	je
me	PROper	je
deliberay	VERcjg	délibérer
de	PRE	de
prendre	VERinf	prendre
l'	DETdef	le
adventure	NOMcom	aventure
de	PRE	de
luy	PROper	lui
dire	VERinf	dire
et	CONcoo	et
rentrer	VERinf	rentrer
en	PRE	en
son	DETpos	son
retraict	NOMcom	retrait
.	PONfrt	.

Et	CONcoo	et
luy	PROper	lui
dis	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
nonobstant	PRE	nonobstant
qu'	CONsub	que
il	PROper	il
soit	VERcjg	estre
le	DETdef	le
jour	NOMcom	jour
des	PRE.DETdef	de.le
Innnocens	NOMcom	innocent
,	PONfbl	,
si	ADVgen	si
est	VERcjg	estre
”	PONpdr	”
“	PONpga	“
il	PROimp	il
necessaire	ADJqua	nécessaire
que	CONsub	que
je	PROper	je
vous	PROper	vous
dye	VERcjg	dire
ce	PROdem	ce
que	PROrel	que
l'	DETdef	le
on	PROind	on
m'	PROper	je
a	VERcjg	avoir
dit	VERppe	dire
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
luy	PROper	lui
comptay	VERcjg	compter
au	PRE.DETdef	a
long	NOMcom	loin
,	PONfbl	,
et	CONcoo	et
le	DETdef	le
nombre	NOMcom	nombre
qui	PROrel	que
y	PROadv	y
estoit	VERcjg	estre
,	PONfbl	,
et	CONcoo	et
tousjours	ADVgen	toujours
en	PROadv	en
venoit	VERcjg	venir
,	PONfbl	,
et	CONcoo	et
tous	PROind	tous
arméz	VERppe	armer
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
nul	PROind	nul
n'	ADVneg	ne
osoit	VERcjg	oser
reffuser	VERinf	refuser
la	DETdef	le
porte	NOMcom	porte
de	PRE	de
peur	NOMcom	peur
de	PRE	de
les	PROper	il
mescontenter	VERinf	mescontenter
.	PONfrt	.

Ledict	DETcom	ledit
seigneur	NOMcom	seigneur
ne	ADVneg	ne
fut	VERcjg	être
point	ADVneg	point
obstiné	VERppe	obstiner
;	PONfbl	;
mais	CONcoo	mais
tost	ADVgen	tost
laissa	VERcjg	laisser
ses	DETpos	son
heures	NOMcom	heure
et	CONcoo	et
me	PROper	je
dist	VERcjg	dire
qu'	CONsub	que
il	PROimp	il
ne	ADVneg	ne
failloit	VERcjg	falir
point	ADVneg	point
tenir	VERinf	tenir
la	DETdef	le
cerimonie	NOMcom	chérimoine
des	PRE.DETdef	de.le
Innocens	NOMcom	innocent
ce	DETdem	ce
jour	NOMcom	jour
et	CONcoo	et
que	CONsub	que
je	PROper	je
montasse	VERcjg	monter
à	PRE	à
cheval	NOMcom	cheval
et	CONcoo	et
essayasse	VERcjg	essaiier
de	PRE	de
parler	VERinf	parler
aux	PRE.DETdef	à.le
chefz	NOMcom	chef
des	PRE.DETdef	de.le
Angloys	NOMpro	Anglois
pour	PRE	pour
veoir	VERinf	vëoir
si	ADVgen	si
les	PROper	il
pourrions	VERcjg	pouvoir
retirer	VERinf	retirer
et	CONcoo	et
que	CONsub	que
je	PROper	je
deïsse	VERcjg	dire
à	PRE	à
ses	DETpos	son
cappitaines	NOMcom	chapitaine
,	PONfbl	,
si	CONsub	si
aucuns	PROind	aucun
en	PROadv	en
rencontraye	VERcjg	rencontraire
,	PONfbl	,
que	CONsub	que
ilz	PROper	il
veinsent	VERcjg	venir
parler	VERinf	parler
à	PRE	à
luy	PROper	lui
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
viendroit	VERcjg	venir
incontinent	ADVgen	incontinent
à	PRE	à
la	DETdef	le
porte	NOMcom	porte
après	PRE	après
moy	PROper	moi
.	PONfrt	.

Ainsi	ADVgen	ainsi
le	PROper	il
feïz	VERcjg	faire
et	CONcoo	et
parlay	VERcjg	parler
à	PRE	à
trois	PROcar	trois
ou	CONcoo	o
quatre	PROcar	catre
des	PRE.DETdef	de.le
chefz	NOMcom	chef
des	PRE.DETdef	de.le
Angloys	NOMpro	Anglois
que	PROrel	que
je	PROper	je
congnoissoie	VERcjg	connaître
,	PONfbl	,
et	CONcoo	et
leur	PROper	leur
deïz	VERcjg	dire
ce	PROdem	ce
qui	PROrel	que
servoit	VERcjg	servir
à	PRE	à
ceste	DETdem	cest
matière	NOMcom	matiere
.	PONfrt	.

Pour	PRE	pour
ung	PROind	un
qu'	PROrel	que
ilz	PROper	il
en	PROadv	en
renvoyoient	VERcjg	renvoyer
,	PONfbl	,
il	PROimp	il
y	PROadv	y
en	PROadv	en
entroit	VERcjg	entrer
vingt	PROcar	vint
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
envoya	VERcjg	envoyer
après	PRE	après
moy	PROper	moi
monsr	NOMcom	moncre
de	PRE	de
Gyé	NOMpro	Gioy
,	PONfbl	,
à	PRE	à
ceste	DETdem	cest
heure	NOMcom	heure
mareschal	NOMcom	maréchal
de	PRE	de
France	NOMpro	France
.	PONfrt	.

Pour	PRE	pour
ceste	DETdem	cest
matière	NOMcom	matiere
,	PONfbl	,
nous	PROper	nous
entrasmes	VERcjg	entrer
en	PRE	en
une	DETndf	un
taverne	NOMcom	taverne
où	PROrel	où
jà	ADVgen	jà
y	PROadv	y
avoyent	VERcjg	avoir
esté	VERppe	être
faictz	VERppe	faire
cent	DETcar	cent
et	CONcoo	et
unze	DETcar	onze
escotz	NOMcom	escout
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
estoit	VERcjg	estre
pas	ADVneg	pas
encores	ADVgen	encore
neuf	DETcar	neuf
heures	NOMcom	heure
du	PRE.DETdef	de.le
matin	NOMcom	matin
.	PONfrt	.

La	DETdef	le
maison	NOMcom	maison
estoit	VERcjg	estre
plaine	ADJqua	plein
:	PONfbl	:
les	DETdef	le
ungs	PROind	un
chantoyent	VERcjg	chanter
,	PONfbl	,
les	DETdef	le
autres	PROind	autre
dormoyent	VERcjg	dormir
et	CONcoo	et
estoient	VERcjg	être
yvres	ADJqua	ivre
.	PONfrt	.

Quant	CONsub	quand
je	PROper	je
congneü	VERppe	connaître
cela	PROdem	cel
,	PONfbl	,
il	PROimp	il
me	PROper	je
sembla	VERcjg	sembler
bien	ADVgen	bien
qu'	CONsub	que
il	PROimp	il
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
point	ADVneg	point
de	PRE	de
peril	NOMcom	peril
,	PONfbl	,
et	CONcoo	et
le	PROper	il
manday	VERcjg	mander
au	PRE.DETdef	a
roy	NOMcom	roi
,	PONfbl	,
lequel	PROrel	lequel
vint	VERcjg	venir
incontinent	ADVgen	incontinent
à	PRE	à
la	DETdef	le
porte	NOMcom	porte
,	PONfbl	,
bien	ADVgen	bien
accompaigné	VERppe	accompagner
.	PONfrt	.

Et	CONcoo	et
secrettement	ADVgen	secrettement
feït	VERcjg	faire
armer	VERinf	armer
deux	DETcar	deux
ou	CONcoo	o
trois	DETcar	trois
cens	DETcar	cent
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
ès	PRE.DETdef	en.le
maisons	NOMcom	maison
de	PRE	de
leurs	DETpos	leur
cappitaines	NOMcom	chapitaine
,	PONfbl	,
et	CONcoo	et
aucuns	PROind	aucun
en	PROadv	en
mist	VERcjg	mettre
sur	PRE	sur
le	DETdef	le
portal	NOMcom	portel
par	PRE	par
où	PROrel	où
ilz	PROper	il
entroient	VERcjg	entrer
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
feït	VERcjg	faire
apporter	VERinf	apporter
son	DETpos	son
disner	NOMcom	dîner
en	PRE	en
la	DETdef	le
maison	NOMcom	maison
des	PRE.DETdef	de.le
portiers	NOMcom	portier
,	PONfbl	,
et	CONcoo	et
feït	VERcjg	faire
disner	VERinf	disner
plusieurs	DETind	plusieurs
gens	NOMcom	gens
de	PRE	de
bien	NOMcom	bien
des	PRE.DETdef	de.le
Angloys	NOMpro	Anglois
avecques	PRE	avec
luy	PROper	lui
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
fut	VERcjg	être
adverty	VERppe	advertir
de	PRE	de
ce	PROdem	ce
desordre	VERinf	desordre
et	CONcoo	et
en	PROadv	en
eut	VERcjg	avoir
honte	NOMcom	honte
;	PONfbl	;
et	CONcoo	et
manda	VERcjg	mander
au	PRE.DETdef	a
roy	NOMcom	roi
que	CONsub	que
on	PROind	on
commandast	VERcjg	commander
que	CONsub	que
l'	DETdef	le
on	PROind	on
n'	ADVneg	ne
en	PROadv	en
laissast	VERcjg	laisser
nulz	PROind	nul
entrer	VERinf	entrer
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
feït	VERcjg	faire
responce	NOMcom	responce
que	CONsub	que
cela	PROdem	cel
ne	ADVneg	ne
feroit	VERcjg	faire
”	PONpdr	”
“	PONpga	“
il	PROimp	il
jamais	ADVgen	jamais
,	PONfbl	,
mais	CONcoo	mais
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
plaisoit	VERcjg	plaire
au	PRE.DETdef	a
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
envoyast	VERcjg	envoyer
de	PRE	de
ses	DETpos	son
archiers	NOMcom	archier
et	CONcoo	et
que	CONsub	que
eulx	PROper	eux
mesmes	ADJind	même
gardassent	VERcjg	garder
la	DETdef	le
porte	NOMcom	porte
et	CONcoo	et
meïssent	VERcjg	metre
