Ainsi	ADVgen	ainsi
les	DETdef	le
costéz	NOMcom	costé
les	DETdef	le
charges	NOMcom	charge
que	PROrel	que
leurs	DETpos	leur
maistres	NOMcom	maître
leur	PROper	leur
avoient	VERcjg	avoir
baillées	VERppe	bailler
.	PONfrt	.

Le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
avoit	VERcjg	avoir
mandé	VERppe	mander
l'	DETdef	le
armée	NOMcom	armée
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
où	PROrel	où
,	PONfbl	,
pour	PRE	pour
ce	DETdem	ce
temps	NOMcom	temps
là	ADVgen	là
,	PONfbl	,
avoit	VERcjg	avoir
grant	ADJqua	grant
noblesse	NOMcom	noblesse
.	PONfrt	.

Avecques	PRE	avec
eulx	PROper	eux
venoient	VERcjg	venir
monseigneur	NOMcom	monseigneur
de	PRE	de
Bresse	NOMpro	Bresse
,	PONfbl	,
l'	DETdef	le
evesque	NOMcom	évêque
de	PRE	de
Genefve	NOMpro	Genefve
,	PONfbl	,
le	DETdef	le
comte	NOMcom	comte
de	PRE	de
Romont	NOMpro	Romont
,	PONfbl	,
tous	DETind	tous
frères	NOMcom	frère
,	PONfbl	,
enfans	NOMcom	enfant
de	PRE	de
la	DETdef	le
maison	NOMcom	maison
de	PRE	de
Savoye	NOMpro	savoir
(	PONpga	(
car	CONcoo	car
Savoysiens	NOMpro	Savoisien
et	CONcoo	et
Bourguygnons	NOMpro	Bourguignon
de	PRE	de
tous	DETind	tous
temps	NOMcom	temps
s'	PROper	soi
entrayment	VERcjg	entraimer
bien	ADVgen	bien
fort	ADVgen	fort
)	PONpdr	)
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
aucuns	DETind	aucun
Allemans	NOMpro	Allemand
qui	PROrel	que
confinent	VERcjg	confiner
tant	ADVgen	tant
en	PRE	en
Savoye	VERcjg	savoir
que	CONsub	que
en	PRE	en
la	DETdef	le
conté	NOMcom	comté
de	PRE	de
Bourgongne	NOMpro	Burgonde
et	CONcoo	et
estoient	VERcjg	être
en	PRE	en
ceste	DETdem	cest
bende	NOMcom	bende
.	PONfrt	.

Or	ADVgen	or
fault	VERcjg	falir
entendre	VERinf	entendre
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
avoit	VERcjg	avoir
autresfois	ADVgen	autresfois
tenu	VERppe	tenir
ledict	DETcom	ledit
seigneur	NOMcom	seigneur
de	PRE	de
Bresse	NOMpro	Bresse
en	PRE	en
prison	NOMcom	prison
,	PONfbl	,
à	PRE	à
cause	NOMcom	cause
de	PRE	de
deux	DETcar	deux
chevaliers	NOMcom	chevalier
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
fait	VERppe	faire
tuer	VERinf	tüer
en	PRE	en
Savoye	NOMpro	savoir
:	PONfbl	:
pourquoy	ADVint	pourquoi
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
pas	ADVneg	pas
grant	ADJqua	grant
amour	NOMcom	amour
.	PONfrt	.

En	PRE	en
ceste	DETdem	cest
compaignie	NOMcom	compagnie
estoit	VERcjg	estre
encores	ADVgen	encore
monseigneur	NOMcom	monseigneur
du	PRE.DETdef	de.le
Lau	NOMpro	Lau
(	PONpga	(
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
semblablement	ADVgen	semblablement
avoit	VERcjg	avoir
long	ADJqua	long
temps	NOMcom	temps
tenu	VERppe	tenir
prisonnier	NOMcom	prisonnier
,	PONfbl	,
après	PRE	après
avoir	VERinf	avoir
esté	VERppe	être
très	ADVgen	très
prochain	ADJqua	prochain
de	PRE	de
sa	DETpos	son
personne	NOMcom	personne
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
s'	PROper	soi
estoit	VERcjg	estre
eschappé	VERppe	eschapper
de	PRE	de
la	DETdef	le
prison	NOMcom	prison
et	CONcoo	et
retiré	VERppe	retirer
en	PRE	en
Bourgongne	NOMpro	Burgonde
)	PONpdr	)
et	CONcoo	et
messire	NOMcom	seignor
Poncet	NOMpro	Poncet
de	PRE	de
Rivières	NOMpro	Rivières
et	CONcoo	et
le	DETdef	le
seigneur	NOMcom	seigneur
d'	PRE	de
Urfé	NOMpro	Urfé
,	PONfbl	,
depuis	ADVgen	depuis
grant	ADJqua	grant
escuyer	NOMcom	écuyer
de	PRE	de
France	NOMpro	France
.	PONfrt	.

Et	CONcoo	et
toute	DETind	tout
ceste	DETdem	cest
bende	NOMcom	bende
dont	PROrel	dont
j'	PROper	je
ay	VERcjg	avoir
parlé	VERppe	parler
arriva	VERcjg	arriver
auprès	ADVgen	auprès
de	PRE	de
Peronne	NOMpro	Peronne
,	PONfbl	,
comme	CONsub	comme
le	DETdef	le
roy	NOMcom	roi
entroit	VERcjg	entrer
.	PONfrt	.

Et	CONcoo	et
entra	VERcjg	entrer
ledict	DETcom	ledit
de	PRE	de
Bresse	NOMpro	Bresse
et	CONcoo	et
les	DETdef	le
troys	PROcar	trois
dont	PROrel	dont
j'	PROper	je
ay	VERcjg	avoir
parlé	VERppe	parler
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
de	PRE	de
Peronne	NOMpro	Peronne
,	PONfbl	,
portans	VERppa	porter
la	DETdef	le
croix	NOMcom	croix
Sainct	ADJqua	saint
André	NOMpro	André
,	PONfbl	,
et	CONcoo	et
cuydoient	VERcjg	cuidier
venir	VERinf	venir
à	PRE	à
temps	NOMcom	temps
pour	PRE	pour
accompaigner	VERinf	accompagner
ledict	DETcom	ledit
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
quant	CONsub	cant
il	PROper	il
iroit	VERcjg	aler
au	PRE.DETdef	a
devant	NOMcom	devant
du	PRE.DETdef	de.le
roy	NOMcom	roi
.	PONfrt	.

Mais	CONcoo	mais
ilz	PROper	il
vindrent	VERcjg	venir
ung	DETndf	un
peu	PROind	peu
tard	ADVgen	tard
.	PONfrt	.

Ilz	PROper	il
entrèrent	VERcjg	entrer
tout	ADVgen	tout
droit	ADVgen	droit
en	PRE	en
la	DETdef	le
chambre	NOMcom	chambre
dudict	PRE.DETcom	de.ledit
duc	NOMcom	duc
,	PONfbl	,
luy	PROper	lui
faisant	VERppa	faire
reverence	NOMcom	révérence
,	PONfbl	,
et	CONcoo	et
porta	VERcjg	porter
monsr	NOMcom	moncre
de	PRE	de
Bresse	NOMpro	Bresse
la	DETdef	le
parolle	NOMcom	parole
,	PONfbl	,
suppliant	VERppa	supplier
audict	PRE.DETcom	à.ledit
duc	NOMcom	duc
que	CONsub	que
les	DETdef	le
trois	PROcar	trois
dessus	ADVgen	dessus
nomméz	VERppe	nommer
vinsent	VERcjg	venir
en	PRE	en
sa	DETpos	son
seüreté	NOMcom	sëureté
,	PONfbl	,
nonobstant	ADVgen	nonobsant
la	DETdef	le
venue	NOMcom	venue
du	PRE.DETdef	de.le
roy	NOMcom	roi
,	PONfbl	,
ainsi	ADVgen	ainsi
comme	CONsub	comme
il	PROper	il
leur	PROper	leur
avoit	VERcjg	avoir
esté	VERppe	être
accordé	VERppe	accorder
en	PRE	en
Bourgongne	NOMpro	Burgonde
et	CONcoo	et
promis	VERppe	prometre
à	PRE	à
l'	DETdef	le
heure	NOMcom	heure
qu'	PROrel	que
ilz	PROper	il
y	PROadv	y
arrivèrent	VERcjg	arriver
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
qu'	CONsub	que
ilz	PROper	il
estoient	VERcjg	être
prestz	ADJqua	prêt
à	PRE	à
le	PROper	il
servir	VERinf	servir
envers	PRE	envers
tous	PROind	tous
et	CONcoo	et
contre	PRE	contre
tous	PROind	tous
.	PONfrt	.

Laquelle	DETrel	lequel
requeste	NOMcom	requête
ledict	DETcom	ledit
duc	NOMcom	duc
leur	PROper	leur
octroya	VERcjg	octroyer
de	PRE	de
bouche	NOMcom	bouche
et	CONcoo	et
les	PROper	il
remercya	VERcjg	remercier
.	PONfrt	.

Le	DETdef	le
demourant	NOMcom	demeurant
de	PRE	de
ceste	DETdem	cest
armée	NOMcom	armée
,	PONfbl	,
que	PROrel	que
avoit	VERcjg	avoir
conduycte	VERppe	conduire
le	DETdef	le
mareschal	NOMcom	maréchal
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
se	PROper	soi
logea	VERcjg	logier
aux	PRE.DETdef	à.le
champs	NOMcom	champ
,	PONfbl	,
comme	CONsub	comme
il	PROper	il
fut	VERcjg	être
ordonné	VERppe	ordonner
.	PONfrt	.

Ledict	DETcom	ledit
mareschal	NOMcom	maréchal
ne	ADVneg	ne
vouloit	VERcjg	vouloir
point	ADVneg	point
moins	ADVgen	moins
de	PRE	de
mal	NOMcom	mal
au	PRE.DETdef	a
roy	NOMcom	roi
que	CONsub	que
les	DETdef	le
autres	PROind	autre
dont	PROrel	dont
j'	PROper	je
ay	VERcjg	avoir
parlé	VERppe	parler
,	PONfbl	,
à	PRE	à
cause	NOMcom	cause
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
d'	PRE	de
Epinal	NOMpro	Epinal
assise	VERppe	assëoir
en	PRE	en
Lorraine	NOMpro	Lorranne
,	PONfbl	,
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
autresfois	ADVgen	autresfois
donné	VERppe	donner
audict	PRE.DETcom	à.ledit
mareschal	NOMcom	maréchal
,	PONfbl	,
et	CONcoo	et
depuis	ADVgen	depuis
la	PROper	il
luy	PROper	lui
osta	VERcjg	ôter
pour	PRE	pour
la	PROper	il
donner	VERinf	donner
au	PRE.DETdef	a
duc	NOMcom	duc
Jehan	NOMpro	Jean
de	PRE	de
Calabre	NOMpro	Calabre
,	PONfbl	,
duquel	PRE.PROrel	de.lequel
assez	ADVgen	assez
de	PRE	de
fois	NOMcom	fois
a	VERcjg	avoir
esté	VERppe	être
parlé	VERppe	parler
en	PRE	en
ces	DETdem	ce
presens	ADJqua	présent
memoires	NOMcom	mémoire
.	PONfrt	.

Tost	ADVgen	tost
fut	VERcjg	être
le	DETdef	le
roy	NOMcom	roi
adverty	VERppe	advertir
de	PRE	de
l'	DETdef	le
arrivée	NOMcom	arrivée
de	PRE	de
tous	DETind	tous
ces	DETdem	ce
gens	NOMcom	gens
dessus	ADVgen	dessus
nomméz	VERppe	nommer
et	CONcoo	et
de	PRE	de
l'	DETdef	le
abillement	NOMcom	abillement
en	PRE	en
quoy	PROrel	quoi
ilz	PROper	il
estoient	VERcjg	être
arrivéz	VERppe	arriver
.	PONfrt	.

Et	CONcoo	et
en	PROadv	en
entra	VERcjg	entrer
en	PRE	en
grand	ADJqua	grand
paour	NOMcom	peur
,	PONfbl	,
et	CONcoo	et
envoya	VERcjg	envoyer
prier	VERinf	priier
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
qu'	PROrel	que
il	PROper	il
peüst	VERcjg	pöoir
loger	VERinf	loger
au	PRE.DETdef	a
chasteau	NOMcom	château
et	CONcoo	et
que	CONsub	que
tous	DETind	tous
ceulxlà	PROdem	celui
qui	PROrel	que
estoient	VERcjg	être
venuz	VERppe	venir
estoient	VERcjg	être
ses	DETpos	son
malveillans	NOMcom	mauvaillant
.	PONfrt	.

Ledict	DETcom	ledit
duc	NOMcom	duc
en	PROadv	en
fut	VERcjg	être
très	ADVgen	très
joyeux	ADJqua	joyau
,	PONfbl	,
et	CONcoo	et
luy	PROper	lui
fit	VERcjg	fïer
faire	VERinf	faire
son	DETpos	son
logis	NOMcom	logi
et	CONcoo	et
l'	PROper	il
asseüra	VERcjg	assëurer
fort	ADVgen	fort
de	PRE	de
n'	ADVneg	ne
avoir	VERinf	avoir
nulle	DETind	nul
doubte	NOMcom	doute
.	PONfrt	.

Grant	ADJqua	grant
follie	NOMcom	folie
est	VERcjg	estre
à	PRE	à
ung	DETndf	un
prince	NOMcom	prince
de	PRE	de
se	PROper	soi
soubmettre	VERinf	soumettre
à	PRE	à
la	DETdef	le
puissance	NOMcom	poissance
d'	PRE	de
un	DETndf	un
autre	PROind	autre
,	PONfbl	,
par	PRE	par
especial	NOMcom	especïal
quant	CONsub	cant
ilz	PROper	il
sont	VERcjg	estre
en	PRE	en
guerre	NOMcom	guerre
,	PONfbl	,
et	CONcoo	et
est	VERcjg	estre
grant	ADJqua	grant
advantaige	NOMcom	avantage
aux	PRE.DETdef	à.le
princes	NOMcom	prince
d'	PRE	de
avoir	VERinf	avoir
veü	VERppe	vëoir
des	PRE.DETdef	de.le
hystoires	NOMcom	histoire
en	PRE	en
leur	DETpos	leur
jeunesse	NOMcom	jeunesse
,	PONfbl	,
èsquelles	PRE.PROrel	en.lequel
voyent	VERcjg	voir
largement	ADVgen	largement
de	PRE	de
telles	DETind	tel
assemblées	NOMcom	assemblée
et	CONcoo	et
de	PRE	de
grans	ADJqua	grand
fraudes	NOMcom	fraude
et	CONcoo	et
tromperies	NOMcom	tromperie
et	CONcoo	et
parjuremens	NOMcom	parjurement
que	PROrel	que
aucuns	PROind	aucun
des	PRE.DETdef	de.le
anciens	ADJqua	ancien
ont	VERcjg	avoir
fait	VERppe	faire
les	DETdef	le
ungs	PROind	un
vers	PRE	vers
les	DETdef	le
autres	PROind	autre
et	CONcoo	et
prinz	VERppe	prendre
et	CONcoo	et
tuéz	VERppe	tuer
ceulx	PROdem	celui
qui	PROrel	que
en	PRE	en
telles	DETind	tel
seüretéz	NOMcom	sëureté
s'	PROper	soi
estoient	VERcjg	être
fiéz	NOMcom	fief
.	PONfrt	.

Il	PROimp	il
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
dit	VERppe	dire
que	CONsub	que
tous	PROind	tous
en	PROadv	en
ayent	VERcjg	avoir
usé	VERppe	user
,	PONfbl	,
mais	CONcoo	mais
l'	DETdef	le
exemple	NOMcom	exemple
d'	PRE	de
ung	PROind	un
est	VERcjg	estre
assez	ADVgen	assez
pour	PRE	pour
en	PROadv	en
faire	VERinf	faire
saiges	ADJqua	sage
plusieurs	PROind	plusieurs
et	CONcoo	et
leur	PROper	leur
donner	VERinf	donner
vouloir	VERinf	vouloir
de	PRE	de
se	PROper	soi
garder	VERinf	garder
.	PONfrt	.

Et	CONcoo	et
est	VERcjg	estre
,	PONfbl	,
ce	PROdem	ce
me	PROper	je
semble	VERcjg	sembler
(	PONpga	(
ad	PRE	à
ce	PROdem	ce
que	CONsub	que
j'	PROper	je
ay	VERcjg	avoir
veü	VERppe	vëoir
par	PRE	par
experience	NOMcom	expérience
de	PRE	de
ce	DETdem	ce
monde	NOMcom	monde
,	PONfbl	,
où	PROrel	où
j'	PROper	je
ay	VERcjg	avoir
esté	VERppe	être
autour	ADVgen	autour
des	PRE.DETdef	de.le
princes	NOMcom	prince
l'	DETdef	le
espace	NOMcom	espace
de	PRE	de
dix	DETcar	dix
huit	DETcar	huit
ans	NOMcom	an
ou	CONcoo	o
plus	ADVgen	plus
,	PONfbl	,
ayant	VERppa	avoir
clère	ADJqua	clair
congnoissance	NOMcom	connaissance
des	PRE.DETdef	de.le
plus	ADVgen	plus
grandes	ADJqua	grand
et	CONcoo	et
secrètes	ADJqua	secret
matières	NOMcom	matiere
qui	PROrel	que
se	PROper	soi
soient	VERcjg	estre
traictées	VERppe	traiter
en	PRE	en
ce	DETdem	ce
royaulme	NOMcom	royaume
de	PRE	de
France	NOMpro	France
et	CONcoo	et
seigneuries	NOMcom	seigneurie
voysines	NOMcom	voisine
)	PONpdr	)
,	PONfbl	,
l'	DETdef	le
ung	PROind	un
des	PRE.DETdef	de.le
grandz	ADJqua	grand
moyens	NOMcom	moyen
de	PRE	de
rendre	VERinf	rendre
ung	DETndf	un
homme	NOMcom	homme
saige	ADJqua	sage
d'	PRE	de
avoir	VERinf	avoir
leü	VERppe	lire
les	DETdef	le
hystoires	NOMcom	histoire
anciennes	ADJqua	ancien
et	CONcoo	et
apprendre	VERinf	apprendre
à	PRE	à
se	PROper	soi
conduyre	VERinf	conduire
et	CONcoo	et
garder	VERinf	garder
et	CONcoo	et
entreprendre	VERinf	entreprendre
saigement	ADVgen	sagement
par	PRE	par
les	DETdef	le
hystoires	NOMcom	histoire
et	CONcoo	et
exemples	NOMcom	exemple
de	PRE	de
noz	DETpos	notre
predecesseurs	NOMcom	prédeceur
.	PONfrt	.

Car	CONcoo	car
nostre	DETpos	notre
vie	NOMcom	vie
est	VERcjg	estre
si	ADVgen	si
briefve	ADJqua	bref
qu'	CONsub	que
elle	PROper	elle
ne	ADVneg	ne
suffit	VERcjg	suffire
à	PRE	à
avoir	VERinf	avoir
de	PRE	de
tant	ADVgen	tant
de	PRE	de
choses	NOMcom	chose
experience	NOMcom	expérience
.	PONfrt	.

Joinct	VERppe	joindre
aussi	ADVgen	aussi
que	CONsub	que
nous	PROper	nous
sommes	VERcjg	être
diminuéz	VERppe	diminuer
d'	PRE	de
aage	NOMcom	ëage
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
la	DETdef	le
vie	NOMcom	vie
des	PRE.DETdef	de.le
hommes	NOMcom	homme
n'	ADVneg	ne
est	VERcjg	estre
si	ADVgen	si
longue	ADJqua	lonc
comme	CONsub	comme
elle	PROper	elle
souloit	VERcjg	souloir
ny	CONcoo	ni
les	DETdef	le
corps	NOMcom	corps
si	ADVgen	si
puissans	ADJqua	poissant
,	PONfbl	,
semblablement	ADVgen	semblablement
que	CONsub	que
nous	PROper	nous
sommes	VERcjg	être
affoibliz	VERppe	affaiblir
de	PRE	de
toute	DETind	tout
foy	NOMcom	foi
et	CONcoo	et
loyaulté	NOMcom	loyauté
les	DETdef	le
ungs	PROind	un
envers	PRE	envers
les	DETdef	le
autres	PROind	autre
.	PONfrt	.

Et	CONcoo	et
ne	ADVneg	ne
sauroie	VERcjg	savoir
dire	VERinf	dire
par	PRE	par
quel	DETrel	quel
lien	NOMcom	liien
on	PROind	on
se	PROper	soi
puisse	VERcjg	pöoir
asseürer	VERinf	assëurer
les	DETdef	le
ungs	PROind	un
des	PRE.DETdef	de.le
autres	PROind	autre
,	PONfbl	,
et	CONcoo	et
par	PRE	par
especial	NOMcom	especïal
des	PRE.DETdef	de.le
grans	ADJqua	grand
,	PONfbl	,
qui	PROrel	que
sont	VERcjg	estre
asses	ADVgen	asse
enclins	ADJqua	enclin
à	PRE	à
leur	DETpos	leur
voulenté	NOMcom	volonté
sans	PRE	sans
regarder	VERinf	regarder
autre	DETind	autre
raison	NOMcom	raison
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
qui	PROrel	que
pis	ADVgen	pis
vault	VERcjg	valoir
,	PONfbl	,
sont	VERcjg	estre
le	DETdef	le
plus	ADVgen	plus
souvent	ADVgen	souvent
environnéz	VERppe	environner
de	PRE	de
gens	NOMcom	gens
qui	PROrel	que
n'	ADVneg	ne
ont	VERcjg	avoir
l'	DETdef	le
oeil	NOMcom	œil
à	PRE	à
nulle	DETind	nul
chose	NOMcom	chose
que	CONsub	que
à	PRE	à
complaire	VERinf	complaire
à	PRE	à
leurs	DETpos	leur
maistres	NOMcom	maître
et	CONcoo	et
à	PRE	à
leur	DETpos	leur
louer	VERinf	louer
toutes	DETind	tous
leurs	DETpos	leur
oeuvres	NOMcom	oeuvre
,	PONfbl	,
soient	VERcjg	estre
bonnes	ADJqua	bon
ou	CONcoo	o
mauvaises	ADJqua	mauvais
.	PONfrt	.

Et	CONcoo	et
si	CONsub	si
quelcun	PROind	qualcun
se	PROper	soi
treuve	VERcjg	trouver
qui	PROrel	que
vueille	VERcjg	vouloir
myeulx	ADVgen	mieux
faire	VERinf	faire
,	PONfbl	,
tout	PROind	tout
se	PROper	soi
trouvera	VERcjg	trouver
brouillé	VERppe	brouiller
.	PONfrt	.

Encores	ADVgen	encore
ne	ADVneg	ne
me	PROper	je
puis	VERcjg	pöoir
”	PONpdr	”
“	PONpga	“
je	PROper	je
tenir	VERinf	tenir
de	PRE	de
blasmer	VERinf	blasmer
les	DETdef	le
seigneurs	NOMcom	seigneur
ignorans	VERppa	ignorer
.	PONfrt	.

Environ	PRE	environ
tous	DETind	tous
seigneurs	NOMcom	seigneur
se	PROper	soi
trouvent	VERcjg	trouver
voulentiers	ADVgen	volontiers
quelques	DETind	quel
clercs	NOMcom	clerc
et	CONcoo	et
gens	NOMcom	gens
de	PRE	de
robbe	NOMcom	robe
longue	ADJqua	lonc
,	PONfbl	,
comme	CONsub	comme
raison	NOMcom	raison
est	VERcjg	estre
;	PONfbl	;
et	CONcoo	et
y	PROadv	y
sont	VERcjg	estre
bien	ADVgen	bien
seans	VERppa	sëoir
quant	CONsub	cant
ilz	PROper	il
sont	VERcjg	estre
bons	ADJqua	bon
,	PONfbl	,
et	CONcoo	et
bien	ADVgen	bien
dangereux	ADJqua	dangoureux
quant	CONsub	cant
ilz	PROper	il
sont	VERcjg	estre
autres	PROind	autre
.	PONfrt	.

A	PRE	a
tous	DETind	tous
propos	NOMcom	propos
ont	VERcjg	avoir
une	DETndf	un
loy	NOMcom	loi
au	PRE.DETdef	a
bec	NOMcom	bec
ou	CONcoo	o
une	DETndf	un
hystoire	NOMcom	histoire
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
meilleure	NOMcom	meillure
qui	PROrel	que
se	PROper	soi
puisse	VERcjg	pöoir
trouver	VERinf	trouver
se	PROper	soi
trouveroit	VERcjg	trouver
bien	ADVgen	bien
à	PRE	à
mauvais	ADJqua	mauvais
sens	NOMcom	sens
,	PONfbl	,
mais	CONcoo	mais
les	DETdef	le
saiges	ADJqua	sage
et	CONcoo	et
qui	PROrel	que
auroient	VERcjg	avoir
leü	VERppe	lire
n'	ADVneg	ne
en	PROadv	en
seroient	VERcjg	estre
jamais	ADVgen	jamais
abuséz	VERppe	abuser
ny	CONcoo	ni
ne	ADVneg	ne
seroient	VERcjg	estre
les	DETdef	le
gens	NOMcom	gens
si	ADVgen	si
hardiz	VERppe	hardi
de	PRE	de
leur	PROper	leur
faire	VERinf	faire
entendre	VERinf	entendre
mensonges	NOMcom	mensonge
.	PONfrt	.

Et	CONcoo	et
croyez	VERcjg	croire
que	CONsub	que
Dieu	NOMpro	Dieu
n'	ADVneg	ne
a	VERcjg	avoir
point	ADVneg	point
estably	VERppe	établir
l'	DETdef	le
office	NOMcom	office
de	PRE	de
roy	NOMcom	roi
ny	CONcoo	ni
d'	PRE	de
autre	DETind	autre
prince	NOMcom	prince
pour	PRE	pour
estre	VERinf	estre
exercé	VERppe	exercer
par	PRE	par
les	DETdef	le
bestes	NOMcom	beste
ny	CONcoo	ni
par	PRE	par
ceulx	PROdem	celui
qui	PROrel	que
par	PRE	par
gloire	NOMcom	gloire
dient	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Je	PROper	je
ne	ADVneg	ne
suis	VERcjg	être
point	ADVneg	point
clerc	NOMcom	clerc
,	PONfbl	,
je	PROper	je
laisse	VERcjg	laisser
faire	VERinf	faire
à	PRE	à
mon	DETpos	mon
conseil	NOMcom	conseil
;	PONfbl	;
je	PROper	je
me	PROper	je
fie	VERcjg	fïer
en	PRE	en
eulx	PROper	eux
”	PONpdr	”
et	CONcoo	et
puis	ADVgen	puis
,	PONfbl	,
sans	PRE	sans
assigner	VERinf	assigner
aultre	DETind	autre
raison	NOMcom	raison
,	PONfbl	,
s'	PROper	soi
en	PROadv	en
vont	VERcjg	aler
à	PRE	à
leurs	DETpos	leur
esbatz	NOMcom	esbat
.	PONfrt	.

S'	CONsub	se
ilz	PROper	il
avoient	VERcjg	avoir
esté	VERppe	être
bien	ADVgen	bien
nourriz	VERppe	nourrir
en	PRE	en
la	DETdef	le
jeunesse	NOMcom	jeunesse
,	PONfbl	,
leurs	DETpos	leur
raisons	NOMcom	raison
seroient	VERcjg	estre
autres	PROind	autre
,	PONfbl	,
et	CONcoo	et
auroient	VERcjg	avoir
envie	NOMcom	envie
que	CONsub	que
l'	DETdef	le
on	PROind	on
estimast	VERcjg	estimer
leurs	DETpos	leur
personnes	NOMcom	personne
et	CONcoo	et
leurs	DETpos	leur
vertuz	NOMcom	vertu
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
veulx	VERcjg	vouloir
point	ADVneg	point
dire	VERinf	dire
que	CONsub	que
tous	DETind	tous
les	DETdef	le
princes	NOMcom	prince
se	PROper	soi
servent	VERcjg	servir
de	PRE	de
gens	NOMcom	gens
mal	ADVgen	mal
condicionnéz	VERppe	condicionner
,	PONfbl	,
mais	CONcoo	mais
bien	ADVgen	bien
la	DETdef	le
pluspart	NOMcom	plospard
de	PRE	de
ceulx	PROdem	celui
que	PROrel	que
j'	PROper	je
ay	VERcjg	avoir
congneü	VERppe	connaître
n'	ADVneg	ne
en	PROadv	en
ont	VERcjg	avoir
pas	ADVneg	pas
tousjours	ADVgen	toujours
esté	VERppe	être
desgarnyz	VERppe	dégarnir
.	PONfrt	.

En	PRE	en
temps	NOMcom	temps
de	PRE	de
nécessité	NOMcom	nécessité
ay	VERcjg	avoir
”	PONpdr	”
“	PONpga	“
je	PROper	je
bien	ADVgen	bien
veü	VERppe	vëoir
que	CONsub	que
les	DETdef	le
aucuns	PROind	aucun
saiges	ADJqua	sage
se	PROper	soi
sont	VERcjg	estre
bien	ADVgen	bien
sceü	VERppe	savoir
servir	VERinf	servir
des	PRE.DETdef	de.le
plus	ADVgen	plus
apparens	ADJqua	apparent
et	CONcoo	et
les	PROper	il
cercher	VERinf	chercher
sans	PRE	sans
y	PROadv	y
riens	PROind	rien
plaindre	VERinf	plaindre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
entre	PRE	entre
tous	DETind	tous
les	DETdef	le
princes	NOMcom	prince
dont	PROrel	dont
j'	PROper	je
ay	VERcjg	avoir
eu	VERppe	avoir
la	DETdef	le
congnoissance	NOMcom	connaissance
,	PONfbl	,
l'	PROper	il
a	VERcjg	avoir
le	DETdef	le
mieulx	ADVgen	mieux
sceü	VERppe	savoir
faire	VERinf	faire
le	DETdef	le
roy	NOMcom	roi
nostre	DETpos	notre
maistre	NOMcom	maître
et	CONcoo	et
plus	ADVgen	plus
honnorer	VERinf	honorer
et	CONcoo	et
estimer	VERinf	estimer
les	DETdef	le
gens	NOMcom	gens
de	PRE	de
bien	NOMcom	bien
et	CONcoo	et
de	PRE	de
valleur	NOMcom	valeur
.	PONfrt	.

Il	PROper	il
estoit	VERcjg	estre
assez	ADVgen	assez
lettré	VERppe	lettrer
.	PONfrt	.

Il	PROper	il
aymoit	VERcjg	aimer
à	PRE	à
demander	VERinf	demander
et	CONcoo	et
à	PRE	à
entendre	VERinf	entendre
de	PRE	de
toutes	DETind	tous
choses	NOMcom	chose
,	PONfbl	,
et	CONcoo	et
avoit	VERcjg	avoir
le	DETdef	le
sens	NOMcom	sens
naturel	ADJqua	naturel
parfaictement	ADVgen	parfaitement
bon	ADJqua	bon
,	PONfbl	,
lequel	DETrel	lequel
precède	NOMcom	précide
toutes	DETind	tous
sciences	NOMcom	science
que	PROrel	que
on	PROind	on
scauroit	VERcjg	savoir
apprendre	VERinf	apprendre
en	PRE	en
ce	DETdem	ce
monde	NOMcom	monde
;	PONfbl	;
et	CONcoo	et
tous	DETind	tous
les	DETdef	le
livres	NOMcom	livre
qui	PROrel	que
sont	VERcjg	estre
faitz	VERppe	faire
ne	ADVneg	ne
serviroient	VERcjg	servir
de	PRE	de
riens	PROind	rien
,	PONfbl	,
si	CONsub	si
ce	PROdem	ce
n'	ADVneg	ne
estoit	VERcjg	estre
pour	PRE	pour
ramener	VERinf	ramener
à	PRE	à
memoire	NOMcom	mémoire
les	DETdef	le
choses	NOMcom	chose
passées	VERppe	passer
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
plus	ADVgen	plus
se	PROper	soi
