Comment	ADVsub	comment
entendre	VERinf	entendre
,	PONfbl	,
que	CONsub	que
tous	DETind	tous
messeigneurs	NOMcom	messeigneur
,	PONfbl	,
qui	PROrel	que
ont	VERcjg	avoir
parlé	VERppe	parler
,	PONfbl	,
reviennent	VERcjg	revenir
à	PRE	à
son	DETpos	son
oppinion	NOMcom	opinion
et	CONcoo	et
que	CONsub	que
ce	PROdem	ce
que	PROrel	que
je	PROper	je
diroye	VERcjg	dire
seroit	VERcjg	estre
temps	NOMcom	temps
perdu	VERppe	perdre
;	PONfbl	;
car	CONcoo	car
je	PROper	je
suis	VERcjg	être
de	PRE	de
l'	DETdef	le
oppinion	NOMcom	opinion
commune	ADJqua	commun
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
dist	VERcjg	dire
au	PRE.DETdef	a
Roy	NOMcom	roi
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
concluez	VERcjg	conclore
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
vous	PROper	vous
plaist	VERcjg	plaire
.	PONfbl	.
”	PONpdr	”
Le	DETdef	le
Roy	NOMcom	roi
parla	VERcjg	parler
et	CONcoo	et
demonstra	VERcjg	démontrer
les	DETdef	le
grans	ADJqua	grand
et	CONcoo	et
bons	ADJqua	bon
services	NOMcom	service
que	PROrel	que
ses	DETpos	son
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
lui	PROper	il
avoient	VERcjg	avoir
fais	VERppe	faire
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
pour	PRE	pour
rien	PROind	rien
ne	ADVneg	ne
les	PROper	il
vouldroit	VERcjg	vouloir
habandonner	VERinf	habandonner
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
vrayement	ADVgen	vraiment
lui	PROper	il
et	CONcoo	et
tout	DETind	tout
son	DETpos	son
royaulme	NOMcom	royaume
estoient	VERcjg	être
tenuz	VERppe	tenir
et	CONcoo	et
obligez	VERppe	obliger
à	PRE	à
les	PROper	il
pourvoir	VERinf	pourvoir
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
quant	CONsub	cant
ilz	PROper	il
fauldroyent	VERcjg	fauloir
à	PRE	à
trouver	VERinf	trouver
bon	ADJqua	bon
party	NOMcom	parti
et	CONcoo	et
juste	ADJqua	juste
,	PONfbl	,
là	ADVgen	là
où	PROrel	où
ilz	PROper	il
peussent	VERcjg	pouvoir
faire	VERinf	faire
service	NOMcom	service
à	PRE	à
Dieu	NOMpro	Dieu
et	CONcoo	et
à	PRE	à
justice	NOMcom	justice
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
remettre	VERinf	remettre
aucun	DETind	aucun
bon	ADJqua	bon
prince	NOMcom	prince
en	PRE	en
sa	DETpos	son
seigneurie	NOMcom	seigneurie
ou	CONcoo	o
pugnir	VERinf	pougnir
aucun	DETind	aucun
tyrant	NOMcom	tyran
qui	PROrel	que
vouldroit	VERcjg	vouloir
faire	VERinf	faire
injustice	NOMcom	injustice
en	PRE	en
quoy	PROrel	quoi
que	PROrel	que
ce	PROdem	ce
soit	VERcjg	estre
,	PONfbl	,
se	CONsub	se
on	PROind	on
ne	ADVneg	ne
les	PROper	il
peust	VERcjg	pouvoir
employer	VERinf	employer
en	PRE	en
bonnes	ADJqua	bon
euvres	NOMcom	oeuvre
et	CONcoo	et
charitables	ADJqua	charitable
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
vouldroit	VERcjg	vouloir
pas	ADVneg	pas
que	CONsub	que
aucunement	ADVgen	aucunement
ilz	PROper	il
y	PROadv	y
allassent	VERcjg	aller
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
perdissent	VERcjg	perdre
ne	CONcoo	ne
corps	NOMcom	corps
ne	CONcoo	ne
ame	NOMcom	ame
.	PONfrt	.

Ains	ADVgen	ains
vouldroit	VERcjg	vouloir
que	CONsub	que
lui	PROper	il
et	CONcoo	et
le	DETdef	le
royaulme	NOMcom	royaume
les	PROper	il
soustenissent	VERcjg	soutenir
,	PONfbl	,
comme	CONsub	comme
tenu	VERppe	tenir
y	PROadv	y
estoit	VERcjg	estre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
vouldroit	VERcjg	vouloir
bien	ADVgen	bien
savoir	VERinf	savoir
les	DETdef	le
querelles	NOMcom	quérelle
et	CONcoo	et
partiz	VERppe	partir
que	PROrel	que
on	PROind	on
mettoit	VERcjg	mettre
en	PRE	en
avant	ADVgen	avant
et	CONcoo	et
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
y	PROadv	y
en	PROadv	en
avoit	VERcjg	avoir
aucune	PROind	aucun
qui	PROrel	que
fust	VERcjg	estre
bonne	ADJqua	bon
,	PONfbl	,
il	PROper	il
s'	PROper	soi
i	PROadv	i
emploiroit	VERcjg	emploir
voulentiers	ADVgen	volontiers
et	CONcoo	et
les	PROper	il
souldoieroit	VERcjg	soudoiier
pour	PRE	pour
y	PROadv	y
aller	VERinf	aller
et	CONcoo	et
leur	PROper	leur
bailleroit	VERcjg	baillier
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
à	PRE	à
chief	NOMcom	chief
;	PONfbl	;
car	CONcoo	car
il	PROper	il
congnoissoit	VERcjg	connaître
bien	ADVgen	bien
que	CONsub	que
meilleur	ADJqua	meilleur
chief	NOMcom	chief
ne	ADVneg	ne
leur	PROper	leur
povoit	VERcjg	pouvoir
”	PONpdr	”
“	PONpga	“
il	PROper	il
bailler	VERinf	bailler
;	PONfbl	;
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
si	CONsub	si
la	DETdef	le
querelle	VERcjg	quéreler
que	PROrel	que
on	PROind	on
voulloit	VERcjg	vouloir
mettre	VERinf	mettre
en	PRE	en
avant	ADVgen	avant
estoit	VERcjg	estre
loyalle	ADJqua	loyal
,	PONfbl	,
il	PROper	il
estoit	VERcjg	estre
de	PRE	de
l'	DETdef	le
oppinion	NOMcom	opinion
commune	ADJqua	commun
.	PONfrt	.

Sur	PRE	sur
ce	PROdem	ce
,	PONfbl	,
se	PROper	soi
leverent	VERcjg	lever
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
et	CONcoo	et
le	DETdef	le
Chancelier	NOMcom	chancelier
et	CONcoo	et
allerent	VERcjg	aller
à	PRE	à
luy	PROper	lui
à	PRE	à
sa	DETpos	son
chayère	NOMcom	chaire
et	CONcoo	et
lui	PROper	il
dirent	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
il	PROimp	il
est	VERcjg	estre
venu	VERppe	venir
nouvelles	NOMcom	nouvelle
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
est	VERcjg	estre
debouté	VERppe	débouter
de	PRE	de
sa	DETpos	son
seigneurie	NOMcom	seigneurie
par	PRE	par
ses	DETpos	son
subgectz	NOMcom	sujét
et	CONcoo	et
aultres	DETind	autre
seigneurs	NOMcom	seigneur
qui	PROrel	que
n'	ADVneg	ne
y	PROadv	y
ont	VERcjg	avoir
point	ADVneg	point
de	PRE	de
tiltre	NOMcom	tiltre
,	PONfbl	,
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
a	VERcjg	avoir
une	DETndf	un
très	ADVgen	très
belle	ADJqua	beau
fille	NOMcom	fille
,	PONfbl	,
laquelle	PROrel	lequel
il	PROper	il
veult	VERcjg	vouloir
baillier	VERinf	baillier
à	PRE	à
aucun	DETind	aucun
homme	NOMcom	homme
de	PRE	de
bien	NOMcom	bien
qui	PROrel	que
le	PROper	il
vouldra	VERcjg	vouloir
servir	VERinf	servir
pour	PRE	pour
le	PROper	il
remettre	VERinf	remettre
à	PRE	à
sa	DETpos	son
seigneurie	NOMcom	seigneurie
.	PONfrt	.

Ainsi	ADVgen	ainsi
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
on	PROind	on
meneroit	VERcjg	mener
bien	ADVgen	bien
ce	DETdem	ce
traictié	NOMcom	traité
que	CONsub	que
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
auroit	VERcjg	avoir
ceste	DETdem	cest
fille	NOMcom	fille
et	CONcoo	et
serviroit	VERcjg	servir
ce	DETdem	ce
povre	ADJqua	povre
roy	NOMcom	roi
icy	ADVgen	ici
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
le	PROper	il
povyez	VERcjg	pouvoir
remettre	VERinf	remettre
en	PRE	en
sa	DETpos	son
seigneurie	NOMcom	seigneurie
,	PONfbl	,
vous	PROper	vous
feriez	VERcjg	faire
les	DETdef	le
euvres	NOMcom	oeuvre
de	PRE	de
misericorde	NOMcom	miséricorde
et	CONcoo	et
justice	NOMcom	justice
et	CONcoo	et
auriez	VERcjg	avoir
bien	ADVgen	bien
pourveu	VERppe	pourvoir
vostre	DETpos	vostre
serviteur	NOMcom	serviteur
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
et	CONcoo	et
beaucoup	ADVgen	beaucoup
de	PRE	de
gens	NOMcom	gens
de	PRE	de
bien	NOMcom	bien
qui	PROrel	que
vous	PROper	vous
ont	VERcjg	avoir
loyaument	ADVgen	loyalement
servi	VERppe	servir
,	PONfbl	,
et	CONcoo	et
recouvreriez	VERcjg	recouvrer
tousjours	ADVgen	toujours
voz	DETpos	vostre
souldoyers	NOMcom	soudoiier
et	CONcoo	et
auriez	VERcjg	avoir
le	DETdef	le
roy	NOMcom	roi
Amidas	NOMpro	*Amidas
à	PRE	à
amy	NOMcom	ami
et	CONcoo	et
tous	DETind	tous
les	DETdef	le
Amidoyens	NOMpro	Amidoien
,	PONfbl	,
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
et	CONcoo	et
toute	DETind	tout
leur	DETpos	leur
puissance	NOMcom	poissance
tousjours	ADVgen	toujours
à	PRE	à
votre	DETpos	vostre
service	NOMcom	service
.	PONfbl	.
”	PONpdr	”
Quant	CONsub	quand
le	DETdef	le
Roy	NOMcom	roi
eust	VERcjg	avoir
oy	VERppe	ouïr
parler	VERinf	parler
le	DETdef	le
conte	NOMcom	conte
et	CONcoo	et
le	DETdef	le
Chancellier	NOMcom	chancelier
,	PONfbl	,
il	PROper	il
entendist	VERcjg	entendre
très	ADVgen	très
voullentiers	ADVgen	volontiers
ad	PRE	à
ce	PROdem	ce
qu'	PROrel	que
ilz	PROper	il
lui	PROper	il
dirent	VERcjg	dire
;	PONfbl	;
car	CONcoo	car
il	PROper	il
savoit	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
estoit	VERcjg	estre
ung	DETndf	un
bon	ADJqua	bon
preudomme	NOMcom	prudhomme
et	CONcoo	et
que	CONsub	que
on	PROind	on
lui	PROper	il
tenoit	VERcjg	tenir
son	DETpos	son
royaume	NOMcom	royaume
à	PRE	à
grant	ADJqua	grant
tort	NOMcom	tort
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
sur	PRE	sur
ce	PROdem	ce
,	PONfbl	,
conclud	VERcjg	conclure
l'	DETdef	le
alée	NOMcom	alée
du	PRE.DETdef	de.le
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
comme	CONsub	comme
vous	PROper	vous
orrez	VERcjg	ouïr
cy	ADVgen	ci
”	PONpdr	”
“	PONpga	“
aprez	ADVgen	après
.	PONfrt	.

Le	DETdef	le
Roy	NOMcom	roi
envoia	VERcjg	envoyer
querir	VERinf	quérir
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
et	CONcoo	et
lui	PROper	il
fist	VERcjg	faire
ouvrir	VERinf	ouvrir
la	DETdef	le
matière	NOMcom	matiere
par	PRE	par
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
et	CONcoo	et
par	PRE	par
son	DETpos	son
Chancellier	NOMcom	chancelier
.	PONfrt	.

Le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
remercia	VERcjg	remercier
le	DETdef	le
Roy	NOMcom	roi
grandement	ADVgen	grandement
et	CONcoo	et
honnourablement	ADVgen	honorablement
et	CONcoo	et
lui	PROper	il
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
vous	PROper	vous
m'	PROper	je
avez	VERcjg	avoir
fait	VERppe	faire
tel	ADJind	tel
que	CONsub	que
je	PROper	je
suis	VERcjg	être
;	PONfbl	;
vous	PROper	vous
povez	VERcjg	pouvoir
deliberer	VERinf	délibérer
de	PRE	de
moy	PROper	moi
sans	PRE	sans
moy	PROper	moi
à	PRE	à
vostre	DETpos	vostre
bon	ADJqua	bon
plaisir	NOMcom	plaisir
.	PONfbl	.
”	PONpdr	”
Sur	PRE	sur
quoy	PROrel	quoi
,	PONfbl	,
le	DETdef	le
Roy	NOMcom	roi
lui	PROper	il
respondist	VERcjg	répondre
:	PONfbl	:
“	PONpga	“
Nous	PROper	nous
savons	VERcjg	savoir
bien	ADVgen	bien
vostre	DETpos	vostre
bon	ADJqua	bon
vouloir	NOMcom	vouloir
;	PONfbl	;
mais	CONcoo	mais
il	PROimp	il
fault	VERcjg	falir
vous	PROper	vous
donner	VERinf	donner
à	PRE	à
entendre	VERinf	entendre
les	DETdef	le
matières	NOMcom	matiere
en	PRE	en
quoy	PROrel	quoi
on	PROind	on
vous	PROper	vous
veult	VERcjg	vouloir
embesongner	VERinf	embesogner
et	CONcoo	et
pourquoy	ADVsub	pourquoi
vous	PROper	vous
avons	VERcjg	avoir
envoyé	VERppe	envoyer
querir	VERinf	quérir
,	PONfbl	,
non	ADVneg	non
pas	ADVneg	pas
pour	PRE	pour
doubte	NOMcom	doute
que	PROrel	que
ne	ADVneg	ne
faciez	VERcjg	faire
voulentiers	ADVgen	volontiers
ce	PROdem	ce
que	PROrel	que
vous	PROper	vous
pourrés	VERcjg	pouvoir
de	PRE	de
ce	PROdem	ce
que	PROrel	que
nous	PROper	nous
vous	PROper	vous
commanderons	VERcjg	commander
.	PONfrt	.

Pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
ouyez	VERcjg	ouïr
beau	ADJqua	beau
cousin	NOMcom	cousin
de	PRE	de
Parvanchières	NOMpro	Parvanchières
et	CONcoo	et
le	DETdef	le
Chancellier	NOMcom	chancelier
de	PRE	de
ce	PROdem	ce
qu'	CONsub	que
ilz	PROper	il
vous	PROper	vous
diront	VERcjg	dire
de	PRE	de
par	PRE	par
nous	PROper	nous
;	PONfbl	;
et	CONcoo	et
puis	ADVgen	puis
pensez	VERcjg	penser
”	PONpdr	”
“	PONpga	“
y	PROadv	y
et	CONcoo	et
dictes	VERcjg	dire
vostre	DETpos	vostre
oppinion	NOMcom	opinion
sur	PRE	sur
ce	PROdem	ce
;	PONfbl	;
car	CONcoo	car
le	DETdef	le
cas	NOMcom	cas
vous	PROper	vous
touche	VERcjg	toucher
.	PONfrt	.

Vous	PROper	vous
exposerez	VERcjg	exposer
vostre	DETpos	vostre
corps	NOMcom	corps
,	PONfbl	,
vostre	DETpos	vostre
vie	NOMcom	vie
et	CONcoo	et
vostre	DETpos	vostre
honneur	NOMcom	honneur
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
bien	ADVgen	bien
raison	NOMcom	raison
que	CONsub	que
vostre	DETpos	vostre
oppinion	NOMcom	opinion
soit	VERcjg	estre
ouye	VERppe	ouïr
.	PONfrt	.

Et	CONcoo	et
croyez	VERcjg	croire
seurement	ADVgen	sûrement
que	CONsub	que
ceulx	PROdem	celui
qui	PROrel	que
exposent	VERcjg	exposer
leur	DETpos	leur
corps	NOMcom	corps
,	PONfbl	,
leur	DETpos	leur
vie	NOMcom	vie
et	CONcoo	et
leur	DETpos	leur
honneur	NOMcom	honneur
en	PRE	en
une	DETndf	un
besongne	NOMcom	besogne
en	PROadv	en
parlent	VERcjg	parler
plus	ADVgen	plus
sainement	ADVgen	sainement
que	CONsub	que
les	DETdef	le
autres	PROind	autre
;	PONfbl	;
car	CONcoo	car
ilz	PROper	il
y	PROadv	y
pensent	VERcjg	penser
plus	ADVgen	plus
.	PONfbl	.
”	PONpdr	”
Aussi	ADVgen	aussi
parla	VERcjg	parler
monseigneur	NOMcom	monseigneur
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
et	CONcoo	et
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
vous	PROper	vous
devez	VERcjg	devoir
premièrement	ADVgen	premièrement
mercier	VERinf	mercier
Dieu	NOMpro	Dieu
des	PRE.DETdef	de.le
honneurs	NOMcom	honneur
et	CONcoo	et
biens	NOMcom	bien
qu'	CONsub	que
il	PROper	il
vous	PROper	vous
envoye	VERcjg	envoyer
en	PRE	en
ce	DETdem	ce
monde	NOMcom	monde
;	PONfbl	;
aussi	ADVgen	aussi
devez	VERcjg	devoir
vous	PROper	vous
mercier	VERinf	mercier
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
nostre	DETpos	notre
souverain	ADJqua	souverain
seigneur	NOMcom	seigneur
,	PONfbl	,
de	PRE	de
la	DETdef	le
grant	ADJqua	grant
amour	NOMcom	amour
et	CONcoo	et
confiance	NOMcom	confïance
qu'	PROrel	que
il	PROper	il
a	VERcjg	avoir
en	PRE	en
vous	PROper	vous
et	CONcoo	et
l'	DETdef	le
honneur	NOMcom	honneur
et	CONcoo	et
le	DETdef	le
bien	NOMcom	bien
qu'	PROrel	que
il	PROper	il
vous	PROper	vous
veult	VERcjg	vouloir
de	PRE	de
plus	ADVgen	plus
en	PRE	en
plus	ADVgen	plus
.	PONfrt	.

Il	PROper	il
a	VERcjg	avoir
ceste	DETdem	cest
confiance	NOMcom	confïance
en	PRE	en
vous	PROper	vous
qu'	CONsub	que
il	PROper	il
vous	PROper	vous
veult	VERcjg	vouloir
baillier	VERinf	baillier
la	DETdef	le
conduicte	NOMcom	conduite
et	CONcoo	et
charge	NOMcom	charge
de	PRE	de
toute	DETind	tout
la	DETdef	le
puissance	NOMcom	poissance
de	PRE	de
ses	DETpos	son
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
.	PONfrt	.

Il	PROper	il
vous	PROper	vous
veult	VERcjg	vouloir
traictier	VERinf	tracter
vostre	DETpos	vostre
avancement	NOMcom	avancement
si	ADVgen	si
grant	ADJqua	grant
et	CONcoo	et
si	ADVgen	si
honnorable	ADJqua	honorable
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
pourroit	VERcjg	pouvoir
plus	ADVgen	plus
faire	VERinf	faire
à	PRE	à
ung	PROind	un
de	PRE	de
ses	DETpos	son
enfants	NOMcom	enfant
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
vous	PROper	vous
donner	VERinf	donner
à	PRE	à
entendre	VERinf	entendre
le	DETdef	le
cas	NOMcom	cas
,	PONfbl	,
il	PROimp	il
est	VERcjg	estre
vray	ADJqua	vrai
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
Amidas	NOMpro	*Amidas
est	VERcjg	estre
très	ADVgen	très
mal	ADVgen	mal
mené	VERppe	mener
et	CONcoo	et
a	VERcjg	avoir
des	PRE.DETdef	de.le
affaires	NOMcom	affaire
si	ADVgen	si
grans	ADJqua	grand
qu'	CONsub	que
il	PROper	il
a	VERcjg	avoir
perdu	VERppe	perdre
sa	DETpos	son
seigneurie	NOMcom	seigneurie
,	PONfbl	,
se	CONsub	se
,	PONfbl	,
par	PRE	par
la	DETdef	le
grace	NOMcom	grâce
Nostre	ADJpos	notre
”	PONpdr	”
“	PONpga	“
Seigneur	NOMcom	seigneur
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
la	PROper	il
recouvre	VERcjg	recouvrer
,	PONfbl	,
et	CONcoo	et
par	PRE	par
le	DETdef	le
bon	ADJqua	bon
secours	NOMcom	secours
et	CONcoo	et
aide	NOMcom	aide
du	PRE.DETdef	de.le
Roy	NOMcom	roi
,	PONfbl	,
nostre	DETpos	notre
souverain	ADJqua	souverain
seigneur	NOMcom	seigneur
,	PONfbl	,
qui	PROrel	que
cy	ADVgen	ci
est	VERcjg	estre
.	PONfrt	.

Sa	DETpos	son
querelle	NOMcom	querelle
est	VERcjg	estre
belle	ADJqua	beau
et	CONcoo	et
bonne	ADJqua	bon
,	PONfbl	,
comme	CONsub	comme
chascun	PROind	chascun
scet	VERcjg	savoir
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
nostre	DETpos	notre
souverain	ADJqua	souverain
seigneur	NOMcom	seigneur
,	PONfbl	,
a	PRE	a
fiance	NOMcom	fïance
en	PRE	en
Dieu	NOMpro	Dieu
qu'	CONsub	que
il	PROper	il
le	PROper	il
remettra	VERcjg	remettre
en	PRE	en
sa	DETpos	son
seigneurie	NOMcom	seigneurie
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
Dieu	NOMpro	Dieu
veult	VERcjg	vouloir
que	CONsub	que
les	DETdef	le
choses	NOMcom	chose
de	PRE	de
ce	DETdem	ce
monde	NOMcom	monde
se	PROper	soi
facent	VERcjg	faire
par	PRE	par
les	DETdef	le
hommes	NOMcom	homme
et	CONcoo	et
non	ADVneg	non
pas	ADVneg	pas
par	PRE	par
miracles	NOMcom	miracle
(	PONpga	(
car	CONcoo	car
nous	PROper	nous
ne	ADVneg	ne
sommes	VERcjg	être
pas	ADVneg	pas
dignes	ADJqua	digne
de	PRE	de
les	PROper	il
recepvoir	VERinf	recevoir
)	PONpdr	)
,	PONfbl	,
en	PRE	en
tant	ADVgen	tant
que	CONsub	que
est	VERcjg	estre
aux	PRE.DETdef	à.le
hommes	NOMcom	homme
,	PONfbl	,
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
nostre	DETpos	notre
souverain	ADJqua	souverain
seigneur	NOMcom	seigneur
,	PONfbl	,
veult	VERcjg	vouloir
secourir	VERinf	secourir
et	CONcoo	et
ayder	VERinf	aider
au	PRE.DETdef	a
roy	NOMcom	roi
Amydas	NOMpro	Amidas
,	PONfbl	,
pensant	VERppa	penser
faire	VERinf	faire
chose	NOMcom	chose
plaisant	VERppa	plaire
à	PRE	à
Dieu	NOMpro	Dieu
et	CONcoo	et
soustenir	VERinf	soutenir
droicture	NOMcom	droicture
et	CONcoo	et
justice	NOMcom	justice
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
lui	PROper	il
a	VERcjg	avoir
myz	VERppe	mire
le	DETdef	le
mariage	NOMcom	marïage
de	PRE	de
sa	DETpos	son
fille	NOMcom	fille
en	PRE	en
sa	DETpos	son
main	NOMcom	main
pour	PRE	pour
la	PROper	il
marier	VERinf	marïer
là	ADVgen	là
où	PROrel	où
son	DETpos	son
plaisir	NOMcom	plaisir
sera	VERcjg	estre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
nostre	DETpos	notre
souverain	ADJqua	souverain
seigneur	NOMcom	seigneur
,	PONfbl	,
congnoist	VERcjg	connaître
les	DETdef	le
biens	NOMcom	bien
et	CONcoo	et
honneurs	NOMcom	honneur
qui	PROrel	que
sont	VERcjg	estre
en	PRE	en
vostre	DETpos	vostre
personne	NOMcom	personne
et	CONcoo	et
aussi	ADVgen	aussi
pour	PRE	pour
vous	PROper	vous
remunerer	VERinf	remuner
des	PRE.DETdef	de.le
grans	ADJqua	grand
et	CONcoo	et
bons	ADJqua	bon
services	NOMcom	service
que	PROrel	que
lui	PROper	il
avez	VERcjg	avoir
fais	VERppe	faire
,	PONfbl	,
il	PROper	il
vous	PROper	vous
veult	VERcjg	vouloir
bailler	VERinf	bailler
ceste	DETdem	cest
fille	NOMcom	fille
pour	PRE	pour
femme	NOMcom	femme
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
qu'	CONsub	que
il	PROper	il
congnoist	VERcjg	connaître
bien	ADVgen	bien
que	CONsub	que
vous	PROper	vous
estes	VERcjg	estre
homme	NOMcom	homme
pour	PRE	pour
servir	VERinf	servir
le	DETdef	le
roy	NOMcom	roi
Amidas	NOMpro	*Amidas
et	CONcoo	et
bon	ADJqua	bon
pour	PRE	pour
la	DETdef	le
conduicte	NOMcom	conduite
de	PRE	de
ceste	DETdem	cest
armée	NOMcom	armée
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
que	CONsub	que
,	PONfbl	,
en	PRE	en
ce	PROdem	ce
faisant	VERppa	faire
,	PONfbl	,
vous	PROper	vous
faictes	VERcjg	faire
grant	ADJqua	grant
service	NOMcom	service
au	PRE.DETdef	a
Roy	NOMcom	roi
,	PONfbl	,
nostre	DETpos	notre
souverain	ADJqua	souverain
seigneur	NOMcom	seigneur
,	PONfbl	,
et	CONcoo	et
à	PRE	à
tout	DETind	tout
ce	DETdem	ce
royaume	NOMcom	royaume
dont	PROrel	dont
vous	PROper	vous
estes	VERcjg	estre
.	PONfrt	.

Et	CONcoo	et
saichez	VERcjg	savoir
,	PONfbl	,
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
que	CONsub	que
le	DETdef	le
Roy	NOMcom	roi
congnoist	VERcjg	connaître
bien	ADVgen	bien
que	CONsub	que
vous	PROper	vous
l'	PROper	il
avez	VERcjg	avoir
bien	ADVgen	bien
servi	VERppe	servir
;	PONfbl	;
mais	CONcoo	mais
encore	ADVgen	encore
lui	PROper	il
semble	VERcjg	sembler
”	PONpdr	”
“	PONpga	“
il	PROimp	il
que	CONsub	que
le	DETdef	le
service	NOMcom	service
que	PROrel	que
luy	PROper	lui
povez	VERcjg	pouvoir
faire	VERinf	faire
maintenant	ADVgen	maintenant
est	VERcjg	estre
plus	ADVgen	plus
grant	ADJqua	grant
que	CONsub	que
point	NOMcom	point
que	CONsub	que
lui	PROper	il
feissiez	VERcjg	faire
oncques	ADVgen	onques
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
,	PONfbl	,
de	PRE	de
lui	PROper	il
entretenir	VERinf	entretenir
ses	DETpos	son
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
et	CONcoo	et
de	PRE	de
lui	PROper	il
descharger	VERinf	décharger
son	DETpos	son
royaulme	NOMcom	royaume
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
dit	VERcjg	dire
”	PONpdr	”
“	PONpga	“
on	PROind	on
voullentiers	ADVgen	volontiers
en	PRE	en
ung	DETndf	un
proverbe	NOMcom	proverbe
ancien	ADJqua	ancien
:	PONfbl	:
Qui	PROrel	que
bon	ADJqua	bon
service	NOMcom	service
fait	VERcjg	faire
,	PONfbl	,
bon	ADJqua	bon
guerdon	NOMcom	guerdon
en	PROadv	en
attend	VERcjg	attendre
.	PONfrt	.

Vous	PROper	vous
faictes	VERcjg	faire
bon	ADJqua	bon
service	NOMcom	service
au	PRE.DETdef	a
Roy	NOMcom	roi
et	CONcoo	et
,	PONfbl	,
se	CONsub	se
Dieu	NOMpro	Dieu
plaist	VERcjg	plaire
,	PONfbl	,
